ISSCAP CODE,Species,Category,Source,Family,SpcID,StudyLocality,Region,StartYear,EndYear,Gear,GScore,GRank,Sex,K,KRank,M,F,Z,Tzero,ExpRate,ERRank,LenYear1,LenYear2,LenYear3,LenYear4,Yield,FecundityMin,FecundityMax,Fecundity,FcRank,MeanSizeMin,MeanSizeMax,MeanSize,LengthRangeMin,LengthRangeMax,Lr,Linf,LinfRank,MeanSizeByLinf,MeanSizeByLm,LrByLinf,LrRank,LmMin,LmMax,Lm,LmBL,LmRank,SpawningSeason,NumSpawningMonths,NSMRank,Dist,DistRank,MTL,MTLRank,BLD,BLDRank,CPI,CPIRank,PriceRank,RankTotal
34,Upeneus sulphureus,SD,"IJF1994,41(2) Reuben et al",MULLIDAE,1606,Andhrapradesh Orissa,NE,1976,1978,Trawlnet,7.2,2,C,0.65,3,1.492,0.826,2.318,0,0.3563417,1,0,0,0,0,0,0,0,110000,5,0,0,0,177,177,91,220,5,0,0,0.4136363636,3,0,0,131,0.5954545455,5,"MAR-MAY,AUG",4,5,48.6,3,3.54,3,3.5,2,16.1,1,3,41
34,Upeneus vittatus,SD,"JMBAI 2004, Rajkumar",MULLIDAE,1608,Visakhapatnam,SE,1997,2003,Trawlnet,7.2,2,C,0.67,3,1.23,4.06,5.49,0,0.7395265,5,0,0,0,0,0,0,0,110000,5,0,0,0,215,215,65,245,5,0,0,0.2653061224,5,0,0,138,0.5632653061,5,JUL-OCT,4,5,15.48,1,3.54,3,4.166666667,2,81.5,1,3,45
34,Tachysurus caelatus,LD,"IJMS, 1997,26 Chakraborty et al",ARIIDAE,1608,Maharashtra,NW,1987,1990,Trawlnet,14.4,5,C,0.68,3,1.1,2.4,3.5,0,0.6857143,4,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,521,4,0,0,0,0,0,0,0,0,0,,0,0,100,6,4.02,2,4,2,298.6,4,4,35
34,Upeneus vittatus,SD,CMFRI annual report 2008-2009,MULLIDAE,1608,Andhra Pradesh,SE,2007,2008,Trawl,7.2,2,C,0.52,2,1.257,0.79,2.05,0,0.3853659,1,0,0,0,0,0,0,0,110000,5,0,0,0,0,0,65,208,5,0,0,0.3125,4,0,0,138,0.6634615385,3,FEB-OCT,9,2,15.48,1,3.54,3,4.166666667,2,81.5,1,3,34
34,Upeneus taeniopterus,SD,AR2003-04,MULLIDAE,1612,Chennai,SE,2003,2004,Trawlnet,7.2,2,C,0.845,3,0,0,0,0,0.578,3,0,0,0,0,0,0,0,110000,5,0,0,0,0,0,50,263,5,0,,0.1901140684,6,0,0,135,0.5133079848,6,,6,4,15.7,1,3.54,3,3.448275862,2,81.5,1,3,44
34,Upeneus taeniopterus,SD,Vivekanandan 2002 FAO Bkok,MULLIDAE,1612,Chennai,SE,2000,2000,Trawlnet,7.2,2,C,0.82,3,0.98,1.502,2.482,0,0.6051571,4,0,0,0,0,0,0,0,110000,5,0,0,0,0,0,50,195,6,0,,0.2564102564,5,0,0,135,0.6923076923,3,,6,4,15.7,1,3.54,3,3.448275862,2,81.5,1,3,42
37,Eupleurogrammus muticus,LP,"IJMS 2003, 32(1) Rizvi et al",TRICHUIRIDAE,1902,Mumbai,NW,1997,1999,trawl,14.6,5,C,0.78,3,1.15,3.21,4.36,0,0.7362385,5,440,641,734,0,0,0,0,0,0,0,0,0,0,0,190,811,2,0,0,0.2342786683,5,0,0,612,0.7546239211,1,,0,0,38.9,3,4.2,2,19.1,5,298.6,4,5,40
37,Lepturacanthus savala,LP,"IJF2005,52(1)",TRICHUIRIDAE,1911,Bombay,NW,1997,1999,Trawlnet,10.6,4,C,0.87,3,1.538,3.264,4.8,0,0.6799999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,3,0,,0,0,0,0,517,0.7514534884,1,,0,0,14.19,1,4.2,2,19.1,5,298.6,4,5,32
37,Trichiurus lepturus,LP,"IJF1990,37(1)",TRICHUIRIDAE,1916,Bombay,NW,1979,1982,Trawlnet,13.9,5,C,0.5,2,1.05,0.91,1.96,0,0.4642857,2,512,825,1110,0,0,1000,134000,134000,5,0,0,0,1210,1210,281,1297,1,0,,0.2166538165,5,0,0,600,0.4626060139,6,"MAY,JUN,AUG,OCT,JAN_MAR",9,2,100,6,4.15,2,11.7,4,298.6,4,5,49
37,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916,Cochin,SW,2000,2001,Trawlnet,13.9,5,C,0.72,3,0.98,3.01,3.99,0,0.7543859,5,0,0,0,0,0,1000,134000,134000,5,0,0,790,1010,1010,360,1270,1,0,,0.2834645669,5,0,0,418,0.3291338583,3,,3,5,100,6,4.15,2,11.7,4,662.8,6,5,55
37,Trichiurus lepturus,LP,Trophic  Modelling of Arabian Sea of Karnataka,TRICHUIRIDAE,1916,Mangalore,SW,1999,2000,Trawlnet,13.9,5,C,0.88,3,1.13,3.55,4.68,0,0.758547,5,,,,,6380,1000,134000,134000,5,,,640,,,360,1250,1,0.512,1.003,0.288,5,,,638,0.5104,6,,3,5,100,6,4.15,2,11.7,4,662.8,6,5,58
37,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916,Managalore,SW,2000,2001,Trawlnet,13.9,5,C,0.65,3,0.92,2.95,3.87,0,0.7622739,5,0,0,0,0,0,1000,134000,134000,5,0,0,640,0,0,360,1210,1,,,0.2975206612,5,0,0,638,0.5272727273,6,,3,5,100,6,4.15,2,11.7,4,662.8,6,5,58
37,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916,Kakinada,SE,2000,2001,Trawlnet,13.9,5,C,1.75,6,1.8,3.3,5.12,0,0.6445313,4,0,0,0,0,0,1000,134000,134000,5,0,0,500,1040,1040,290,1115,1,,,0.2600896861,5,0,0,460,0.4125560538,5,,4,5,100,6,4.15,2,11.7,4,81.5,1,5,54
37,Trichiurus lepturus,LP,"IJF1983,30(1)",TRICHUIRIDAE,1916,Visakhapatnam,SE,1982,1991,Trawlnet,13.9,5,C,0.6117,3,0.894,1.523,2.417,0,0.63012,4,0,0,0,0,0,1000,134000,134000,5,0,0,500,1010,1010,290,1068,1,0,,0.2715355805,5,0,0,418,0.3913857678,4,,4,5,100,6,4.15,2,11.7,4,81.5,1,5,50
37,Trichiurus lepturus,LP,AR2005-06,TRICHUIRIDAE,1916,Karnataka,SW,2005,2006,Trawlnet,13.9,5,C,0.96,4,1.19,2.02,3.9,0,0.5179487,3,0,0,0,0,0,1000,134000,134000,5,0,0,660,0,0,360,1270,1,0.52,1.1,0.2834645669,5,0,0,600,0.4724409449,6,,3,5,100,6,4.15,2,11.7,4,662.8,6,5,57
37,Trichiurus lepturus,LP,AR2000-01,TRICHUIRIDAE,1916,Mangalore,SW,2000,2001,Trawlnet,13.9,5,C,0.65,3,0.92,2.95,3.87,0,0.7622739,5,0,0,0,0,0,1000,134000,134000,5,0,0,640,1100,1100,360,1210,1,,,0.2975206612,5,0,0,600,0.4958677686,6,,3,5,100,6,4.15,2,11.7,4,662.8,6,5,58
37,Trichiurus lepturus,LP,"JMBAI 1994 36: 199-204,Narasimham",TRICHUIRIDAE,1916,Kakinada,SE,1986,1987,Trawlnet,13.9,5,C,0.29,1,0.46,2.7,3.16,0,0.8544304,6,427,686,879,1024,0,2380,27320,27320,3,0,0,0,0,0,290,1454,1,,,0.1994497937,6,0,0,460,0.3163686382,3,,4,5,100,6,4.15,2,11.7,4,81.5,1,5,48
37,Trichiurus lepturus,LP,CMFRI annual report 2008-2009,TRICHUIRIDAE,1916,Andhra Pradesh,SE,2007,2008,Trawl,13.9,5,C,0.26,1,0.51,1.42,1.93,0,0.7357513,5,0,0,0,0,0,0,0,134000,5,0,0,500,0,0,251,1038,1,0,0,0.2418111753,5,0,0,418,0.4026974952,5,"MAY,JUN,NOV,DEC",4,5,100,6,4.15,2,11.7,4,81.5,1,5,50
37,Trichiurus lepturus,LP,"IJMS, 1997,26 Chakraborty et al",TRICHUIRIDAE,1916,Maharashtra,NW,1987,1990,Trawlnet,13.9,5,C,0.4,2,0.75,1.87,2.62,,0.7137405,5,0,0,0,0,0,0,0,81000,4,0,0,0,0,0,380,1480,1,0,0,0.2567567568,5,0,0,600,0.4054054054,5,,8,3,100,6,4.15,2,11.7,4,298.6,4,5,51
37,Trichiurus lepturus,LP,"IJF2009,56(4) Ghosh et al",TRICHUIRIDAE,1916,veraval,NW,2003,2006,trawlnet,13.9,5,C,0.29,1,0.51,0.93,1.44,0,0.6458333,4,353,602,788,927,0,0,0,81000,4,0,0,0,0,0,380,1341,1,0,0,0.2833706189,5,0,0,600,0.4474272931,5,"may-Jun,Aug_oct,jan-mar",8,3,100,6,4.15,2,11.7,4,298.6,4,5,49
37,Trichiurus lepturus,LP,"IJF2006,53(1) Khan",TRICHUIRIDAE,1916,Mumabi,NW,1997,2001,trawlnet,13.9,5,C,0.67,3,0.93,2.71,3.64,0,0.7445055,5,651,980,1147,0,0,4900,81000,81000,4,0,0,0,0,0,200,1273,1,0,0,0.1571091909,6,0,0,750,0.5891594658,5,Oct_may,8,3,100,6,4.15,2,11.7,4,298.6,4,5,53
37,Trichiurus lepturus,LP,CMFRI annual report 2008-2009,TRICHUIRIDAE,1916,Karnataka,SW,2008,2009,Trawlnet,13.9,5,C,0.82,3,1.73,4.3,6.03,0,0.7131011,5,0,0,0,0,0,0,0,134000,5,0,0,620,220,1100,220,1340,1,0,0,0.1641791045,6,0,0,600,0.447761194,5,APR-JUN,3,5,100,6,4.15,2,11.7,4,662.8,6,5,58
37,Trichiurus lepturus,LP,"IJF1992,39(3&4), thiagarajan et al",TRICHUIRIDAE,1916,South east,SE,1986,1988,"trawlnet, BS",13.9,5,C,0.56,2,0.954,2.196,3.15,0,0.6971428,4,550,870,1050,1150,0,134000,134000,134000,5,0,0,0,0,0,50,1290,1,0,0,0.03875968992,6,0,0,600,0.4651162791,6,"May,Jun,Nov,Dec",4,5,100,6,4.15,2,11.7,4,81.5,1,5,52
37,Trichiurus lepturus,LP,"IJF1992,39(3&4), thiagarajan et al",TRICHUIRIDAE,1916,west coast,"SW,Nw",1986,1988,Trawlnet,13.9,5,C,0.5,2,1.003,2.7049,3.708,0,0.7294768,5,400,670,860,980,0,0,0,134000,5,0,0,0,0,0,100,1297,1,0,0,0.07710100231,6,0,0,600,0.4626060139,6,"Apr,may,jun",3,5,100,6,4.15,2,11.7,4,480.7,5,5,57
36,Auxis rochei,LP,"Proc.Tuna meet, Gopakumar et al",Scombridae,1926,South Keralacoast,SW,1992,2000,"Hooks&line,Gillnet",14.4,5,C,1.1,4,1.85,2.96,4.81,0,0.6153846,4,0,0,0,0,0,0,0,3337573,6,0,0,0,150,310,150,340,5,0,0,0.4411764706,3,0,0,240,0.7058823529,2,Apr-Aug,5,4,60.43,4,4.14,2,5.3,3,662.8,6,4,52
36,Auxis rochei,LP,Trophic Modelling of Arabian Sea of Karnataka,Scombridae,1926,Mangalore,SW,2000,2001,"Gillnet,Purseseine",14.4,5,C,1.1,4,1.8,2.93,4.72,0,0.6207628,4,,,,,286,,,3337573,6,,,310,,,150,400,5,0.775,1.347826087,0.375,4,,,230,0.575,5,,0,0,60.43,4,4.14,2,5.3,3,662.8,6,4,52
36,Auxis thazard,LP,AR00-01,Scombridae,1927,North west,NW,2000,2001,,15.7,6,C,0.87,3,1.2,3.2,4.4,0,0.7272727,5,,0,0,0,0,0,,1370000,6,0,,,,,220,540,4,,,0.4074074074,3,0,,300,0.5555555556,5,JAN-DEC,12,1,94.84,6,4.14,2,4.1,2,298.6,4,4,51
36,Auxis thazard,LP,AR05-06,Scombridae,1927,Karnataka,SW,1995,1996,,15.7,6,C,1.1,4,2.08,1.28,3.36,0,0.3809524,1,,0,0,0,0,0,,1370000,6,0,,398,,,223,500,4,,,0.446,3,0,,300,0.6,5,,0,0,94.84,6,4.14,2,4.1,2,662.8,6,4,49
36,Auxis thazard,LP,Trophic  Modelling of Arabian Sea of Karnataka,Scombridae,1927,Mangalore,SW,1999,2000,"Gillnet,Purseseine",15.7,6,C,0.87,3,1.42,2.32,3.74,0,0.6203209,4,,,,,487,,,1370000,6,,,398,,,223,540,4,0.7407407407,1.333333333,0.412962963,3,,,300,0.5555555556,5,"Aug, Sep, Oct",3,5,94.84,6,4.14,2,4.1,2,662.8,6,4,56
36,Auxis thazard,LP,"IJF 2010,57(2) Ghosh et al",Scombridae,1927,Veraval,NW,2003,2006,Gillnet,15.7,6,C,0.93,4,1.48,4.49,5.97,0,0.7520938,5,285,394,438,0,0,0,0,1370000,6,312,480,0,,,209.5,466,4,0,0,0.4495708155,3,0,0,300,0.643776824,4,JAN-DEC,12,1,94.84,6,4.14,2,4.1,2,298.6,4,4,51
36,Auxis thazard,LP,"Proc. Tuna meet,Kasim et al",Scombridae,1927,South east,SE,1998,2003,"Gillnet,Hooks & line",15.7,6,C,1.04,4,1.58,3.19,4.87,,0.6550308,4,335,466,0,,,,,1370000,6,0,,,200,480,200,538,4,,,0.3717472119,4,,,275,0.5111524164,6,"May,Jun",2,6,94.84,6,4.14,2,4.1,2,81.5,1,4,55
36,Auxis thazard,LP,"JMBA2005, Abdussamad et al",Scombridae,1927,Tuticorin,SE,1989,2002,"Gillnet,Trawlnet",15.7,6,C,0.8196,3,1.4,2.4,3.8,0,0.631579,4,290,420,480,,,1370000,,1370000,6,,,,480,480,180,529,4,,,0.3402646503,4,,,275,0.5198487713,6,"Nov,dec,jan,feb",4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,53
36,Auxis thazard,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1927,Veravel,NW,2007,2008,Gillnet,15.7,6,C,0.49,2,0.95,1.37,2.32,0,0.5905173,3,0,0,0,0,0,0,0,1370000,6,0,0,383,0,0,209.5,514.5,4,0,0,0.407191448,3,0,0,300,0.583090379,5,JAN-DEC,12,1,94.84,6,4.14,2,4.1,2,298.6,4,4,48
36,Auxis thazard,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1927,Karnataka,SW,2008,2009,"Gillnet,PS",15.7,6,C,0.96,4,1.88,1.1,2.98,0,0.3691275,1,0,0,0,0,0,0,0,1370000,6,0,0,398,0,0,223,514.5,4,0,0,0.4334305151,3,0,0,300,0.583090379,5,AUG-APR,9,2,94.84,6,4.14,2,4.1,2,662.8,6,4,51
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1996,1997,Gillnet,15.7,6,C,1.3,5,1.835,4.65,6.48,,0.7175926,5,,,,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,54
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1995,1996,Gillnet,15.7,6,C,1.3,5,1.835,2.53,4.36,,0.5802752,3,,,,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,52
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1994,1995,Gillnet,15.7,6,C,1.3,5,1.835,2.86,4.69,,0.6098081,4,,,,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,53
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1993,1994,Gillnet,15.7,6,C,1.3,5,1.835,4.51,6.34,,0.7113565,5,,,,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,54
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1992,1993,Gillnet,15.7,6,C,1.3,5,1.835,3.58,5.41,,0.6617375,4,,,,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,53
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1995,1996,Gillnet,15.7,6,F,1.3,5,1.82,1.71,3.53,,0.4844193,2,373,474,502,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,51
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1994,1995,Gillnet,15.7,6,F,1.3,5,1.82,2.49,4.31,,0.5777262,3,373,474,502,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,52
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1993,1994,Gillnet,15.7,6,F,1.3,5,1.82,3.78,5.6,,0.675,4,373,474,502,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,53
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1992,1993,Gillnet,15.7,6,F,1.3,5,1.82,4.12,5.94,,0.6936027,4,373,474,502,,,,,1370000,6,,,,,,300,512,4,,,0.5859375,2,,,275,0.537109375,6,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,53
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1995,1996,Gillnet,15.7,6,M,1.3,5,1.85,3.34,5.19,,0.6435453,4,357,454,480,,,,,1370000,6,,,,,,300,490,4,,,0.612244898,1,,,275,0.5612244898,5,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,51
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1994,1995,Gillnet,15.7,6,M,1.3,5,1.85,3.22,5.07,,0.6351085,4,357,454,480,,,,,1370000,6,,,,,,300,490,4,,,0.612244898,1,,,275,0.5612244898,5,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,51
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1993,1994,Gillnet,15.7,6,M,1.3,5,1.85,5.22,7.07,,0.7383309,5,357,454,480,,,,,1370000,6,,,,,,300,490,4,,,0.612244898,1,,,275,0.5612244898,5,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,52
36,Auxis thazard,LP,"Proc,Fifth IFF, 2002,Kasim",Scombridae,1927,Tuticorin,SE,1992,1993,Gillnet,15.7,6,M,1.3,5,1.85,3.03,4.88,,0.6209016,4,357,454,480,,,,,1370000,6,,,,,,300,490,4,,,0.612244898,1,,,275,0.5612244898,5,,4,5,94.84,6,4.14,2,4.1,2,81.5,1,4,51
36,Euthynnus affinis,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1936,veravel,NW,2007,2008,Gillnet,14.8,5,C,0.34,2,0.68,0.77,1.45,0,0.5310345,3,0,0,0,0,0,0,0,250000,6,0,0,503,,,269.5,724.5,3,0,0,0.3719806763,4,0,0,440,0.6073153899,4,JAN-DEC,12,1,91.18,6,4.14,2,3.8,2,298.6,4,4,46
36,Euthynnus affinis,LP,"IJF 2010,57(2) Ghosh et al",Scombridae,1936,Veraval,NW,,,,14.8,5,C,0.56,2,0.94,0.74,1.69,0,0.4378698,2,318,493,592,649,0,0,0,250000,6,439,480,0,0,0,269.5,725,3,0,0,0.3717241379,4,0,0,440,0.6068965517,4,,12,1,91.18,6,4.14,2,3.8,2,298.6,4,4,45
36,Euthynnus affinis,LP,"Proc. Tuna meet, Kasim et al",Scombridae,1936,South east,SE,1998,2003,"Gillnet,Hooks & line",14.8,5,C,1.5,5,1.76,8.03,9.79,0,0.8202247,6,676,,0,0,0,0,0,250000,6,0,0,0,180,830,180,875,2,0,0,0.2057142857,5,0,0,430,0.4914285714,6,"Nov,dec,apr,may",4,5,91.18,6,4.14,2,3.8,2,81.5,1,4,55
36,Euthynnus affinis,LP,"IJF 2004 51(2), Khan",SCOMBRIDAE,1936,Maharashtra,NW,1996,2000,Drift Gillnet,14.8,5,c,0.79,3,0.928,1.31,2.24,0,0.5848214,3,446,649,774,0,0,0,0,250000,6,0,0,0,260,730,260,817.8,2,0,0,0.3179261433,4,0,0,440,0.5380288579,6,"Oct,Nov,Apr,May",4,5,91.18,6,4.14,2,3.8,2,298.6,4,4,52
36,Euthynnus affinis,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1936,Karnataka,SW,2008,2009,"Gillnet, PS",14.8,5,C,0.89,3,1.78,2.99,4.77,0,0.6268344,4,0,0,0,0,0,0,0,250000,6,0,0,410,0,0,195,790,3,0,0,0.246835443,5,0,0,430,0.5443037975,6,APR-SEP,6,4,91.18,6,4.14,2,3.8,2,662.8,6,4,56
36,Euthynnus affinis,LP,"AFS Kochi,2007, No.CFO, 008 Kasim and Mohan 2007",SCOMBRIDAE,1936,Chennai,SE,2001,2003,Gillnet,14.8,5,C,1.42,5,1.77,3.09,4.86,0,0.6358024,4,0,0,0,0,0,79000,250000,250000,6,0,0,0,0,0,180,750,3,0,0,0.24,5,0,0,430,0.5733333333,5,FEB-MAY,4,5,91.18,6,4.14,2,3.8,2,81.5,1,4,53
36,Euthynnus affinis,LP,AR2005-06,SCOMBRIDAE,1936,Karnataka,SW,2005,2006,Driftgillnet,14.8,5,C,0.67,3,1.45,2.54,3.99,0,0.6365915,4,0,0,0,0,0,79000,250000,250000,6,0,0,460,0,0,195,710,3,0,,0.2746478873,5,0,0,470,0.661971831,3,JAN-DEC,12,1,91.18,6,4.14,2,3.8,2,662.8,6,4,50
36,Euthynnus affinis,LP,AR2000-01,SCOMBRIDAE,1936,North west,NW,2000,2001,Driftgillnet,14.8,5,C,0.9,3,0.98,4.9,5.85,0,0.8376068,6,0,0,0,0,0,79000,250000,250000,6,0,0,0,0,0,100,890,2,0,,0.1123595506,6,0,0,440,0.4943820225,6,JAN-DEC,12,1,91.18,6,4.14,2,3.8,2,298.6,4,4,53
36,Euthynnus affinis,LP,"JMBA2005, Abdussamd et al",SCOMBRIDAE,1936,Tuticorien,SE,1989,2002,"Gillnet,Trawlnet",14.8,5,C,0.52,2,1.03,2.4,3.4,0,0.7058824,5,380,590,700,760,,79000,250000,250000,6,,,,760,760,180,826,2,,,0.2179176755,5,,,430,0.5205811138,6,,2,6,91.18,6,4.14,2,3.8,2,81.5,1,4,52
36,Euthynnus affinis,LP,AR96-97,SCOMBRIDAE,1936,Bombay,NW,1996,1997,Driftgillnet,14.8,5,C,0.72,3,0,0,3.84,0,0,5,0,0,0,0,0,79000,250000,250000,6,0,0,0,0,0,260,830,2,0,,0.313253012,4,0,0,440,0.5301204819,6,,7,3,91.18,6,4.14,2,3.8,2,298.6,4,4,52
36,Euthynnus affinis,LP,Trophic  Modelling of Arabian Sea of Karnataka,SCOMBRIDAE,1936,Mangalore,SW,2000,2001,"Gillnet,Purseseine",14.8,5,C,0.9,3,1.26,3.69,4.95,0,0.7454546,5,,,,,2001,79000,250000,250000,6,,,460,,,195,890,2,0.5168539326,0.9787234043,0.2191011236,5,,,470,0.5280898876,6,"Sep, Oct",2,6,91.18,6,4.14,2,3.8,2,662.8,6,4,58
36,Euthynnus affinis,LP,Mgmt.Scomb,SCOMBRIDAE,1936,Indian coast,IND,1990,1998,Driftgillnet,14.8,5,C,0.9,3,0.98,4.9,5.85,0,0.8376068,6,530,740,830,870,0,79000,250000,250000,6,0,0,0,0,0,180,890,2,0,,0.202247191,5,0,0,440,0.4943820225,6,,0,0,91.18,6,4.14,2,3.8,2,264.75,4,4,51
36,Katsuwonus pelamis,LP,"Proc.tuna meet,2005,Sivadas et al",SCOMBRIDAE,1946,Lak,LAK,1997,2003,Pole and line,10.1,4,C,0.95,4,1.33,2.39,3.72,0,0.6424732,4,470,651,722,749,0,0,0,753000,6,0,0,0,120,740,120,766.5,3,0,0,0.156555773,6,0,0,420,0.5479452055,6,"Feb,mar,apr,may",4,5,83.66,6,4.4,2,3.8,2,81.5,1,5,54
36,Katsuwonus pelamis,LP,CMFRI annual report 2008-2009,SCOMBRIDAE,1946,Veravel,NW,2007,2008,Gillnet,10.1,4,C,0.45,2,0.79,0.21,1,0,0.21,1,0,0,0,0,0,0,0,753000,6,0,0,593,,,400,808.5,2,0,0,0.4947433519,3,0,0,440,0.5442176871,6,JAN-MAY,5,4,83.66,6,4.4,2,3.8,2,298.6,4,5,47
36,Katsuwonus pelamis,LP,"CMFRI Bull 1986 36:20-27,Silas et al",SCOMBRIDAE,1946,Minicoy,LAK,1976,1982,,10.1,4,C,0.49,2,0.75,1.81,2.56,0,0.7070313,5,360,570,690,0,0,218900,903400,903400,6,0,0,0,0,0,200,900,2,,,0.2222222222,5,0,0,440,0.4888888889,6,,4,5,83.66,6,4.4,2,3.8,2,81.5,1,5,51
36,Katsuwonus pelamis,LP,Mgmt.Scomb,SCOMBRIDAE,1946,Minicoy,LAK,1993,1998,Pole&line,10.1,4,C,0.98,4,1.04,6.93,7.97,0,0.8695107,6,570,790,877,908,0,218900,903400,903400,6,0,0,0,,,180,926,2,0,,0.1943844492,6,0,0,448,0.4838012959,6,,4,5,83.66,6,4.4,2,3.8,2,81.5,1,5,55
36,Katsuwonus pelamis,LP,"AFS, Koch Abs No CFO 008,Kasim & Mohan 2007.",SCOMBRIDAE,1946,Chennai,SE,2001,2003,Gillnet,10.1,4,C,1.65,6,1.92,2.78,4.7,0,0.5914894,3,0,0,0,0,0,218900,903400,903400,6,0,0,0,0,0,120,790,3,0,0,0.1518987342,6,0,0,410,0.5189873418,6,,0,0,83.66,6,4.4,2,3.8,2,81.5,1,5,50
36,Katsuwonus pelamis,LP,"FSI, 1993,Tuna Res.,",SCOMBRIDAE,1946,LAK,LAK,1988,1990,Pole and line,10.1,4,C,1.1,4,1.23,3.01,4.24,0,0.7099057,5,0,0,0,0,0,196000,753000,753000,6,0,0,0,200,0,200,766.5,3,0,0,0.2609262883,5,0,0,420,0.5479452055,6,"Feb,mar,apr,may",4,5,83.66,6,4.4,2,3.8,2,81.5,1,5,54
37,Rastrelliger kanagurta,SP,,SCOMBRIDAE,1953,Mangalore,SW,1997,1999,"Purseseine,Gillnet",17.6,6,C,1.74,6,2.6,0,6.24,0,0,3,0,0,0,0,0,94000,120000,120000,5,0,0,217,0,0,66,284,5,0,,0.2323943662,5,0,0,178,0.6267605634,4,,3,5,31.83,2,3.4,4,3.5,2,662.8,6,4,57
37,Rastrelliger kanagurta,SP,"IJF 29: 52-62,Yohannan 1982",SCOMBRIDAE,1953,Mangalore,SW,1967,1975,"Trawlnet, Gillnet, Shoreseine,Purseseine",17.6,6,C,0.6,2,1.5,3.1,4.6,0,0.6739131,4,150,220,0,0,0,94000,120000,120000,5,0,0,0,0,0,66,316,5,0,0,0.2088607595,5,0,0,190,0.6012658228,4,"MAY-JUN,NOV",3,5,31.83,2,3.4,4,3.5,2,662.8,6,4,54
37,Rastrelliger kanagurta,SP,"JMBAi 36: 110-151,Devaraj et al 1994",SCOMBRIDAE,1953,South West,SW,1934,1984,"Trawlnet, Gillnet, Shoreseine,Purseseine",17.6,6,C,2.84,6,1.24,2.44,3.68,0,0.6630435,4,226,0,0,0,0,94000,120000,120000,5,0,0,217,0,0,55,238,5,0,0,0.231092437,5,0,0,178,0.7478991597,2,,3,5,31.83,2,3.4,4,3.5,2,662.8,6,4,56
