ISSCAP CODE,Species,Category,Source,Family,SpcID,StudyLocality,Region,StartYear,EndYear,Gear,GScore,GRank,Sex,K,KRank,M,F,Z,Tzero,ExpRate,ERRank,LenYear1,LenYear2,LenYear3,LenYear4,Yield,FecundityMin,FecundityMax,Fecundity,FcRank,MeanSizeMin,MeanSizeMax,MeanSize,LengthRangeMin,LengthRangeMax,Lr,Linf,LinfRank,MeanSizeByLinf,MeanSizeByLm,LrByLinf,LrRank,LmMin,LmMax,Lm,LmBL,LmRank,SpawningSeason,NumSpawningMonths,NSMRank,Dist,DistRank,MTL,MTLRank,BLD,BLDRank,CPI,CPIRank,PriceRank,RankTotal
37,Rachycentron canadum ,LP,Trophic  Modelling of Arabian Sea of Karnataka,RACHYCENTRIDAE,1171,Manglore Malpe,SW,1999,2001,"Trawlnet,Gillnet,Purseseine",10.5,4,C,0.72,3,0.9,1.48,2.37,0,0.6244726,4,,,,,350,,,2362000,6,,,874,,,260,1800,1,0.486,0.988,0.1444444444,6,,,885,0.4916666667,6,,0,0,93.33,6,4.18,2,5.7,3,662.8,6,6,53
37,Rachycentron canadum,LP,"Somvanshi et al., 2000 FSI Occ.Paper",RACHYCENTRIDAE,1171,NW,NW,2000,2000,Trawlnet,10.5,4,c,0.17,1,0.36,0.117,0.47,0,0.2489362,1,0,0,0,0,0,19552640,19552640,1955264,6,0,0,0,510,1230,510,1351.6,1,0,0,0.3773305712,4,0,0,800,0.591891092,5,,0,,93.33,6,4.18,2,5.7,3,298.6,4,6,
37,Alepes djeddaba,LD,"IJF1992,39(3,4) Reuben at al",CARANGIDAE,1181,Kerala,SW,1981,1988,"Trawlnet,Gillnet,Purseseine",9.8,3,C,0.61,3,0.99,4.16,5.15,0,0.807767,6,0,0,0,0,0,621600,806386,806386,6,0,0,0,0,0,90,326,5,0,0,0.2760736196,5,180,189,185,0.5674846626,5,"December,September",2,6,49.89,3,3.88,3,2.8,1,662.8,6,3,55
37,Alepes djeddaba,LD,"IJF1992,39(3,4) Reuben at al",CARANGIDAE,1181,Kerala,SW,1981,1988,"Trawlnet,Gillnet,Purseseine",11,4,C,0.85,3,1.22,2.31,3.53,0,0.6543909,4,0,0,0,0,0,621600,806386,806386,6,0,0,0,0,0,90,340,5,0,,0.2647058824,5,0,0,185,0.5441176471,6,"December, September",2,6,49.89,3,3.88,3,2.8,1,662.8,6,3,55
37,Atule mate,SD,"IJF 39 (3,4)",CARANGIDAE,1182,Kerala,SW,1981,1988,"trawl,gillnet,purseseine",10.2,4,C,0.85,3,1.22,2.31,3.53,0,0.6543909,4,0,0,0,0,0,0,0,372344,6,0,0,0,100,285,100,340,5,0,0,0.2941176471,5,0,0,172,0.5058823529,6,"April,May,Jan,Feb",4,5,49,3,4.45,2,2.8,1,662.8,6,4,54
37,Alepes kalla,SD,Trophic Modelling of Arabian Sea of Karnataka,CARANGIDAE,1184,Mangalore,SW,2000,2001,"Trawlnet,Purseseine",10.2,4,C,0.7,3,1.69,0.98,2.67,0,0.3670412,1,,,,,2586,30000,75000,75000,4,,,,,,63,168,6,,,0.375,4,,,100,0.5952380952,5,"Dec, Jan, May, Jun",4,5,20.65,2,3.54,3,2.8,1,662.8,6,3,47
37,Alepes kalla,SD,"IJF1992,39(3,4)  Reuben at al",CARANGIDAE,1184,Southwest coast,SW,1981,1988,"Trawlnet,Gillnet,Purseseine",10.2,4,C,0.828,3,1.4,1.68,3.08,0,0.5454546,3,0,0,0,0,0,30000,75000,75000,4,0,0,0,0,0,60,170.8,6,0,,0.3512880562,4,0,0,129,0.7552693208,1,"Dec, Jan, May, Jun",4,5,20.65,2,3.54,3,2.8,1,662.8,6,3,45
37,Alepes kalla,SD,CMFRI annual report 2008-2009,CARANGIDAE,1184,Veravel,NW,2007,2008,Dolnet,10.2,4,C,0.28,1,0.78,0.2,0.98,0,0.2040816,1,0,0,0,0,0,30000,75000,75000,4,0,0,178,150,180,150,278.3,5,0,0,0.538986705,2,0,0,129,0.4635285663,6,"Feb-August,Unimodal",7,3,20.65,2,3.54,3,2.8,1,298.6,4,3,39
37,Atropus atropos,LD,"IJF 39 (3,4) REUBEN etal",CARANGIDAE,1186,NW,NW,1981,1988,"trawlnet,gillnet,purseine",12.1,4,C,1,4,1.26,5.58,6.85,0,0.8145986,6,0,0,0,0,0,0,0,372344,6,0,0,0,0,0,25,440,4,0,0,0.05681818182,6,0,0,210,0.4772727273,6,"Nov,Dec",2,6,87.53,6,3.6,3,2,1,298.6,4,2,58
37,Atropus atropos,LD,"Kasim, 1996, AFSIB,cochin",CARANGIDAE,1186,Veraval,NW,1984,1987,Trawlnet,12.1,4,C,1.14,4,1.76,4.69,6.45,0,0.7271318,5,321,412,0,0,0,3143,372344,372344,6,0,0,0,0,0,25,453,4,0,0,0.05518763797,6,0,0,210,0.4635761589,6,"Aug,Nov,Dec",3,5,87.53,6,3.6,3,2,1,298.6,4,2,56
37,Caranx ignobilis,LD,"Kasim and Hamsa, JMBAI,1994,36",CARANGIDAE,1202,Tuticorin,SE,1984,1987,Gillnet,15.9,6,C,0.77,3,1.18,2.74,3.92,0,0.6989796,4,288,390,450,0,0,0,0,372344,6,0,0,0,0,0,0,498,4,0,0,0,0,0,0,0,0,0,,0,0,30.32,2,4.22,2,2.777777778,1,81.5,1,4,33
37,Caranx ignobilis,LD,"Kasim and Hamsa, JMBAI,1994,36",CARANGIDAE,1202,Tuticorin,SE,1984,1987,Trawlnet,15.9,6,C,0.77,3,1.18,5.36,6.54,0,0.8195719,6,288,390,450,0,0,0,0,372344,6,0,0,0,0,0,0,498,4,0,0,0,0,0,0,0,0,0,,0,0,30.32,2,4.22,2,2.777777778,1,81.5,1,4,35
37,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211,Eastcoast,"SE,NE",1981,1988,"Trawlnet, gillnet and purseseine",12.9,5,C,0.71,3,1.35,1.48,2.83,0,0.5229682,3,0,0,0,0,0,0,0,52323,4,0,0,0,0,0,52,221,5,0,0,0.2352941176,5,0,0,137,0.6199095023,4,"April, August",9,2,84.52,6,3.88,3,4.1,2,48.8,1,3,46
37,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211,Northwest,NW,1981,1988,"Trawlnet, gillnet and purseseine",12.9,5,C,0.45,2,0.83,2.02,2.85,0,0.7087719,5,0,0,0,0,0,0,0,52323,4,0,0,0,0,0,0,299,5,0,0,0,0,0,0,137,0.4581939799,6,"December,August",2,6,84.52,6,3.88,3,4.1,2,298.6,4,3,51
37,Decapterus russelli,SP,"IJF 39 (3,4) Reuben et al",CARANGIDAE,1211,Southwest,SW,1981,1988,"Trawlnet, gillnet and purseseine",12.9,5,C,0.78,3,1.26,2.62,3.88,0,0.6752577,4,0,0,0,0,0,0,0,52323,4,0,0,0,0,0,83,248,5,0,0,0.3346774194,4,0,0,137,0.5524193548,5,"September,December",2,6,84.52,6,3.88,3,4.1,2,662.8,6,3,56
37,Decapterus russelli,SP,"JMBA 49(1), Manojkumar",CARANGIDAE,1211,malabar,SW,2000,2002,trawl,12.9,5,C,1.22,5,2.08,1.71,3.79,0,0.4511873,2,0,0,0,0,0,0,0,52323,4,0,0,0,0,0,55,271.2,5,0,0,0.2028023599,5,0,0,137,0.5051622419,6,"Apr,may,aug,sep,oct",5,4,84.52,6,3.88,3,4.1,2,662.8,6,3,56
37,Decapterus russelli ,SP,"Murthy 1991, JMBA 33(1&2)",CARANGIDAE,1211,Kakinada,SE,1977,1979,Trawlnet,12.9,5,C,1.08,4,1.9,4.75,6.65,0,0.7142857,5,160,208,224,0,0,21547,52323,52323,4,0,0,0,0,0,52,232,5,,,0.224137931,5,0,0,137,0.5905172414,5,DEC-AUG,9,2,84.52,6,3.88,3,4.1,2,81.5,1,3,50
37,Decapterus russelli ,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1211,Mangalore,SW,2000,2001,"Trawlnet,Purseseine",12.9,5,C,0.7,3,1.34,1.36,2.67,0,0.5093633,3,,,,,2307,21547,52323,52323,4,,,,,,83,232,5,,,0.3577586207,4,,,141,0.6077586207,4,,0,0,84.52,6,3.88,3,4.1,2,662.8,6,3,48
37,Decapterus russelli ,SP,ar.00-01,CARANGIDAE,1211,Kakinada,SE,2000,2001,,12.9,5,C,1.4,5,2.46,4.15,6.61,0,0.6278366,4,0,0,0,0,0,21547,52323,52323,4,0,0,0,0,0,105,216,5,0,,0.4861111111,3,0,0,137,0.6342592593,4,DEC-AUG,9,2,84.52,6,3.88,3,4.1,2,81.5,1,3,47
37,Decapterus macrosoma,SP,AR2000-01,CARANGIDAE,1213,Mangalore,SW,2000,2001,,9.9,3,C,2.05,6,3.14,2081,5.95,0,349.7479,6,0,0,0,0,0,21547,52323,52323,4,0,0,,0,0,140,220,5,,,0.6363636364,1,0,0,0,,0,,0,0,23.01,2,3.88,3,5,2,662.8,6,3,41
37,Decapterus macrosoma,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1213,Mangalore,SW,2000,2001,"Trawlnet,Purseseine",9.9,3,C,0.75,3,1.42,0.36,1.78,0,0.2022472,1,,,,,1185,21547,52323,52323,4,,,,,,140,238,5,,,0.5882352941,2,,,0,,0,,0,0,23.01,2,3.88,3,5,2,662.8,6,3,34
37,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123,northwest,NW,1981,1988,"trawl, catamaran,mechanised boats",12.1,4,,0.8,3,1.04,4.08,5.12,0,0.796875,5,0,0,0,0,0,0,0,328000,6,0,0,0,0,0,120,394.4,5,0,0,0.3042596349,4,0,0,250,0.6338742394,4,"January,October",2,6,100,6,4.15,2,3.6,2,298.6,4,4,55
37,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123,southwest,SW,1981,1988,"trawl, catamaran,mechanised boats",12.1,4,,0.6,2,0.93,1.92,2.85,0,0.6736842,4,0,0,0,0,0,0,0,328000,6,0,0,0,0,0,130,525,4,0,0,0.2476190476,5,0,0,250,0.4761904762,6,"jul,Apr",2,6,100,6,4.15,2,3.6,2,662.8,6,4,57
37,Megalaspis cordyla,SP,"IJF 39 (3,4) : 195-234",CARANGIDAE,123,East coast,"SE,NE",1981,1988,"trawl, catamaran,mechanised boats",12.1,4,,0.52,2,0.84,2.24,0.08,0,28,6,0,0,0,0,0,0,0,328000,6,0,0,0,0,0,100,410,4,0,0,0.243902439,5,0,0,250,0.6097560976,4,March-May,3,5,100,6,4.15,2,3.6,2,48.8,1,4,51
37,Megalaspis cordyla,SP,ar05-06,CARANGIDAE,1231,Karnataka,SW,2005,2006,"Trawlnet,Purseseine",12.1,4,C,0.7,3,1.49,0.75,2.24,0,0.3348214,1,,0,0,0,0,0,,328000,6,0,,257,,,155,496,4,0.5181,1.028,0.3125,4,0,,250,0.5040322581,6,,2,6,100,6,4.15,2,3.6,2,662.8,6,4,54
37,Megalaspis cordyla,SP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1231,Mangalore,SW,1999,2000,"Trawlnet,Purseseine",12.1,4,C,0.99,4,1.55,4.76,6.31,0,0.7543582,5,,,,,2377,,,328000,6,,,280,,,155,534,4,0.5243445693,0.9333333333,0.2902621723,5,,,297,0.5561797753,5,,2,6,100,6,4.15,2,3.6,2,662.8,6,4,59
37,Megalaspis cordyla,SP,CMFRI annual report 2008-2009,CARANGIDAE,1231,Veravel,NW,2007,2008,Gillnet,12.1,4,C,0.43,2,0.88,1.21,2.09,0,0.5789474,3,0,0,0,0,0,0,0,328000,6,0,0,352,,,220,498.8,4,0,0,0.4410585405,3,0,0,250,0.5012028869,6,"Feb-August,unimodal",7,3,100,6,4.15,2,3.6,2,298.6,4,4,49
37,Megalaspis cordyla,SP,CMFRI annual report 2008-2009,CARANGIDAE,1231,Karnataka,SW,2008,2009,"Gillnet,Trawlnet",12.1,4,C,0.7,3,1.49,0.99,2.48,0,0.3991936,1,0,0,0,0,0,0,0,328000,6,345,231,288,0,0,155,496,4,0,0,0.3125,4,0,0,250,0.5040322581,6,,2,6,100,6,4.15,2,3.6,2,662.8,6,4,54
37,Scomberoides tol,LP,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1244,Manglore Malpe,SW,2000,2001,"Trawlnet,Purseseine",11.5,4,C,0.98,4,1.59,3.25,4.84,0,0.6714876,4,,,,,200,6304,37375,37375,3,,,39,,,140,460,4,0.847826087,1.5,0.3043478261,4,,,26,0.05652173913,1,,0,0,88.82,6,4.15,2,4.38,2,662.8,6,4,44
37,Selar crumenophthalmus,SP,AR2000-01,CARANGIDAE,1252,Mangalore,SW,2000,2001,,11.4,4,C,1.05,4,1.89,1.51,3.4,0,0.4441176,2,,0,0,0,0,42000,484000,484000,6,0,,,,,0,280,5,,,0,0,0,0,167,0.5964285714,5,,0,0,34.84,2,4.07,2,3.1,2,662.8,6,3,41
37,Selaroides leptolepis,SP,"IJF1992,39(3,4)",CARANGIDAE,1261,Tamilnadu,SE,1981,1988,"Trawlnet,Gillnet,Purseseine",12,4,C,0.82,3,1.35,3.52,4.878,0,0.7216073,5,0,0,0,0,0,6304,37375,37375,3,0,0,0,0,0,20,202,5,0,,0.09900990099,6,88,101,95,0.4702970297,6,"Jan,Oct",2,6,17.63,1,4.07,2,3.1,2,81.5,1,3,47
37,Caranx leptolepis,LD,"JMBA 1994,36(1&2) Kasim",CARANGIDAE,1261,Tuticorin,SE,1984,1987,Trawlnet,10.3,4,C,1.428,5,2.19,3.91,6.1,0,0.6409836,4,166,0,0,0,0,0,0,372344,6,0,0,0,0,0,85.9,213,5,0,0,0.403286385,3,0,0,0,0,0,,0,0,96.3,6,3.53,3,2.8,1,81.5,1,2,40
37,Parastromateus niger ,SD,Trophic  Modelling of Arabian Sea of Karnataka,CARANGIDAE,1286,Mangalore,SW,2000,2001,"Trawlnet,Purseseine",12.2,4,C,0.72,3,1.2,1.5,2.7,0,0.5555555,3,,,,,1049,,,0,0,,,200,,,172,627,3,0.3189792663,1.052631579,0.2743221691,5,,,190,0.303030303,3,"Oct, Nov, Dec",3,5,82.37,6,3.19,4,1.8,1,662.8,6,6,49
37,Parastromateus niger,SD,"IJF 1992,39(3&4) Khan et al",CARANGIDAE,1286,Kerala,SW,1984,1988,trawl,12.2,4,C,0.73,3,1.1,4.38,5.48,0,0.7992701,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,560,4,0,0,0.3071428571,4,0,0,190,0.3392857143,3,,3,5,82.37,6,3.19,4,1.8,1,662.8,6,6,51
37,Parastromateus niger,SD,"IJF 1992,39(3&4) Khan et al",CARANGIDAE,1286,Karnataka,SW,1984,1988,Gillnet,12.2,4,C,0.69,3,1.04,4.14,5.18,0,0.7992278,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,550,4,0,0,0.3127272727,4,0,0,190,0.3454545455,3,,3,5,82.37,6,3.19,4,1.8,1,662.8,6,6,51
34,Pristipomoides filamentosus ,LD,Trophic  Modelling of Arabian Sea of Karnataka,LUTJANIDAE,1363,Mangalore,SW,1999,2000,"Trawlnet, Hooks&line",8.1,3,C,0.53,2,0.95,0.79,1.74,0,0.454023,2,,,,,805,,,2000000,6,,,370,,,152,700,3,0.529,0.98,0.2171428571,5,,,379,0.5414285714,6,,0,0,5.38,1,4.14,2,3.36,2,662.8,6,4,42
34,Nemipterus delagoae,SD,"Bull.CMFRI,1994,47, Hamsa et al",NEMIPTERIDAE,1366,Tuticorin,SE,1986,1988,"Trawl, H&L",9.7,3,C,1.0586,4,1.625,1.665,3.29,0,0.506079,3,238,319,347,0,0,0,0,184960,6,0,0,0,0,0,120,362,5,0,0,0.3314917127,4,0,0,150,0.4143646409,5,"Jul,Aug,Oct-Feb",7,3,64.7,4,3.53,3,3.448275862,2,81.5,1,4,47
34,Nemipterus japonicus,SD,AR2003-04,NEMIPTERIDAE,1367,Visakhapatnam,SE,2003,2004,Trawlnet,9.9,3,C,1.21,5,2.02,4.09,6.11,0,0.6693944,4,,0,0,0,0,8259,184960,184960,6,0,,166,290,290,125,310,5,0.535483871,,0.4032258065,3,0,,128,0.4129032258,5,,10,2,96.34,6,2.68,5,2.9,1,81.5,1,4,50
34,Nemipterus japonicus,SD,AR2004-05,NEMIPTERIDAE,1367,Calicut,SW,2004,2005,Trawlnet,9.9,3,C,0.92,4,0,0,0,0,0.77,5,,0,0,0,0,8259,184960,184960,6,0,,154,319,319,70,330,5,0.4827,,0.2121212121,5,0,,188,0.5696969697,5,,5,4,96.34,6,2.68,5,2.9,1,662.8,6,4,59
34,Nemipterus japonicus,SD,Murty 1984 IJF 31: 1-18,NEMIPTERIDAE,1367,Kakinada,SE,1980,1984,Trawlnet,9.9,3,C,0.52,2,1.1,1.53,2.64,0,0.5795454,3,185,255,285,,,8259,184960,184960,6,,,166,,,70,314,5,,,0.2229299363,5,,,128,0.4076433121,5,,7,3,96.34,6,2.68,5,2.9,1,81.5,1,4,49
34,Nemipterus japonicus,SD,Devaraj & Gulati 1988 AFS IB 1988: 159-164,NEMIPTERIDAE,1367,Mumbai,NW,1974,1984,Trawlnet,9.9,3,C,0.821,3,1.32,0.35,1.67,0,0.2095808,1,171,242,274,,,8259,184960,184960,6,,,,,,66,298,5,,,0.2214765101,5,,,145,0.4865771812,6,,5,4,96.34,6,2.68,5,2.9,1,298.6,4,4,53
34,Nemipterus japonicus,SD,Trophic  Modelling of Arabian Sea of Karnataka,NEMIPTERIDAE,1367,Mangalore,SW,1999,2001,Trawlnet,9.9,3,C,1.4,5,2.24,2.8,5.04,0,0.5555555,3,,,,,6572,8259,184960,184960,6,,,196,,,95,320,5,0.375,0.631578947,0.296875,5,,,188,0.5875,5,"Oct, Nov, Dec, Apr, May",5,4,96.34,6,2.68,5,2.9,1,662.8,6,4,58
34,Nemipterus japonicus,SD,"IJF1998,45(3), Zacharia",NEMIPTERIDAE,1367,Karnataka,SW,1988,1985,Trawlnet,9.9,3,C,1,4,1.87,3.78,5.65,0,0.6690266,4,0,0,0,0,0,8259,184960,184960,6,0,0,192,0,0,100,330,5,0,,0.303030303,4,0,0,188,0.5696969697,5,NOV-MAY,7,3,96.34,6,2.68,5,2.9,1,662.8,6,4,56
34,Nemipterus japonicus,SD,Vivekanandan & James 1986 IJF 33: 145-154,NEMIPTERIDAE,1367,Chennai,SE,1980,1984,Trawlnet,9.9,3,C,1.004,4,1.53,1.5,2.03,0,0.7389163,5,165,254,286,304,,8259,184960,184960,6,,,166,300,300,70,305,5,,,0.2295081967,5,,,145,0.4754098361,6,Mar Apr May Oct Nov Dec,6,4,96.34,6,2.68,5,2.9,1,81.5,1,4,55
34,Nemipterus japonicus,SD,Chakraborty et al 2005,NEMIPTERIDAE,1367,Mumbai,NW,2000,2003,Trawlnet,9.9,3,C,0.83,3,1.52,3,4.52,0,0.6637168,4,,,,,,8259,184960,184960,6,,,,323,323,66,350,5,,,0.1885714286,6,,,145,0.4142857143,5,,5,4,96.34,6,2.68,5,2.9,1,298.6,4,4,56
34,Nemipterus japonicus,SD,"IJF2003,50(3), Rajkumar",NEMIPTERIDAE,1367,Visakhapatnam,SE,1990,1999,Trawlnet,9.9,3,C,0.52,2,1.1,2.1,3.52,0,0.5965909,3,0,0,0,0,0,8259,184960,184960,6,0,0,166,285,285,55,340,5,0,0,0.1617647059,6,0,0,128,0.3764705882,4,,10,2,96.34,6,2.68,5,2.9,1,81.5,1,4,48
34,Nemipterus japonicus,SD,"IJF1992,39(1,2)",NEMIPTERIDAE,1367,India,IND,1984,1988,Trawlnet,9.9,3,C,0.82,3,1.3,2.19,3.49,0,0.6275072,4,0,0,0,0,0,8259,184960,184960,6,0,0,0,199,199,70,350,5,0,0,0.2,6,0,0,100,0.2857142857,2,JAN-DEC,12,1,96.34,6,2.68,5,2.9,1,264.75,4,4,50
34,Nemipterus japonicus,SD,"JMBA,1985",NEMIPTERIDAE,1367,Kakinada ,SE,1980,1983,Trawlnet,9.9,3,C,0.52,2,1.1,1.6,2.7,0,0.5925926,3,,,,,,8259,184960,184960,6,,,166,,,70,339,5,,,0.2064896755,5,,,128,0.3775811209,4,,7,3,96.34,6,2.68,5,2.9,1,81.5,1,4,48
34,Nemipterus japonicus,SD,AR2005-06,NEMIPTERIDAE,1367,Malabar,SW,2005,2006,Trawlnet,9.9,3,C,0.92,4,0.85,5.06,5.91,0,0.856176,6,,0,0,0,0,8259,184960,184960,6,0,,154,,,70,338,5,0,,0.2071005917,5,0,,188,0.5562130178,5,,5,4,96.34,6,2.68,5,2.9,1,662.8,6,4,60
34,Nemipterus japonicus,SD,AR2005-06,NEMIPTERIDAE,1367,Karnataka,SW,2005,2006,Trawlnet,9.9,3,C,0.89,3,0.84,2.42,3.26,0,0.7423313,5,,0,0,0,3589,8259,184960,184960,6,0,,192,,,65,335,5,0,,0.1940298507,6,0,,188,0.5611940299,5,,5,4,96.34,6,2.68,5,2.9,1,662.8,6,4,59
34,Nemipterus japonicus,SD,AR2003-04,NEMIPTERIDAE,1367,Mangalore,SW,2003,2004,Trawlnet,9.9,3,C,0.98,4,1.74,3.5,5.24,0,0.6679389,4,,0,0,0,0,8259,184960,184960,6,192,192,192,320,320,65,328,5,0.5853658537,,0.1981707317,6,0,,188,0.5731707317,5,,5,4,96.34,6,2.68,5,2.9,1,662.8,6,4,59
34,Nemipterus japonicus,SD,AR2003-04,NEMIPTERIDAE,1367,Veraval,NW,2003,2004,Trawlnet,9.9,3,C,1,4,1.77,3.83,5.6,0,0.6839285,4,,0,0,0,0,8259,184960,184960,6,0,,152,290,290,100,323,5,0.4705882353,,0.3095975232,4,0,,180,0.5572755418,5,"Feb,Mar",2,6,96.34,6,2.68,5,2.9,1,298.6,4,4,57
34,Nemipterus japonicus,SD,IJF 1983 30(2) Murthy,NEMIPTERIDAE,1367,Kakinada,SE,1976,1979,Trawlers,9.9,3,C,0.75142,3,1.14,0.72,1.86,0,0.3870968,1,0,0,0,0,0,0,0,184960,6,0,0,0,0,0,70,314,5,0,0,0.2229299363,5,0,0,128,0.4076433121,5,,7,3,96.34,6,2.68,5,2.9,1,81.5,1,4,48
34,Nemipterus japonicus,SD,"IJF, 57(1) : 7-12, 2010, K.K.Joshi",NEMIPTERIDAE,1367,cochin,SW,2000,2002,trawlnet,9.9,3,M,0.69,3,1.3,1.02,0,0,0.44,2,181,259,293,0,0,0,0,184960,6,0,0,0,0,0,70,316,5,0,0,0.2215189873,5,0,0,145,0.4588607595,6,"JUN-,AUG",3,5,96.34,6,2.68,5,2.9,1,662.8,6,4,57
34,Nemipterus japonicus,SD,"IJF, 57(1) : 7-12, 2010, K.K.Joshi",NEMIPTERIDAE,1367,cochin,SW,2000,2002,trawlnet,9.9,3,F,0.77,3,1.3,0.76,0,0,0.37,1,159,217,238,0,0,0,0,184960,6,0,0,0,0,0,70,243,5,0,0,0.2880658436,5,0,0,145,0.5967078189,5,"JUN-,AUG",3,5,96.34,6,2.68,5,2.9,1,662.8,6,4,55
34,Nemipterus japonicus,SD,"IJF, 57(1) : 7-12, 2010, K.K.Joshi",NEMIPTERIDAE,1367,cochin,SW,2000,2002,trawlnet,9.9,3,C,0.795,3,1.3,1.87,3.17,0,0.5899053,3,0,0,0,0,0,0,0,184960,6,0,0,0,0,0,70,325,5,0,0,0.2153846154,5,0,0,145,0.4461538462,5,"JUN-,AUG",3,5,96.34,6,2.68,5,2.9,1,662.8,6,4,57
34,Nemipterus japonicus,SD,"IJMS, 1997,26 Chakraborty et al",NEMIPTERIDAE,1367,Maharashtra,NW,1987,1990,Trawlnet,9.9,3,c,0.65,3,1.1,1.7,2.8,0,0.6071429,4,0,0,0,0,0,0,0,184960,6,0,0,0,0,0,43,335,5,0,0,0.128358209,6,0,0,145,0.4328358209,5,SEP-APR,8,3,96.34,6,2.68,5,2.9,1,298.6,4,4,55
34,Nemipterus japonicus,SD,CMFRI annual report 2008-2009,NEMIPTERIDAE,1367,Veravel,NW,2007,2008,Trawlnet,9.9,3,C,0.44,2,1.02,0.37,1.39,0,0.266187,1,0,0,0,0,753,0,0,184960,6,0,0,0,,,100,304.5,5,30.46,0,0.328407225,4,0,0,180,0.5911330049,5,"May-Sept,Unimodal",5,4,96.34,6,2.68,5,2.9,1,298.6,4,4,50
34,Nemipterus japonicus,SD,CMFRI annual report 2008-2009,NEMIPTERIDAE,1367,Andhra Pradesh,SE,2007,2008,Trawl,9.9,3,C,0.6,2,1.22,2.08,3.31,0,0.6283988,4,0,0,0,0,0,0,0,184960,6,0,0,166,0,0,70,322.5,5,0,0,0.2170542636,5,0,0,128,0.3968992248,4,,10,2,96.34,6,2.68,5,2.9,1,81.5,1,4,48
34,Nemipterus japonicus,SD,CMFRI annual report 2008-2009,NEMIPTERIDAE,1367,Karnataka,SW,2008,2009,Trawlnet,9.9,3,C,0.89,3,1.78,1.46,3.24,0,0.4506173,2,0,0,0,0,0,0,0,184960,6,0,0,162,0,0,65,335,5,0,0,0.1940298507,6,0,0,188,0.5611940299,5,,12,1,96.34,6,2.68,5,2.9,1,662.8,6,4,53
34,Nemipterus mesoprion,SD,AR2005-06,NEMIPTERIDAE,1369,Karnataka,SW,2005,2006,Trawlnet,7.2,2,C,0.78,3,1.53,2.15,3.68,0,0.5842391,3,,0,0,0,10206,7400,49700,49700,3,0,,0,,,70,310,5,0,,0.2258064516,5,0,,172,0.5548387097,5,,7,3,91.18,6,2.68,5,3.389830508,2,662.8,6,3,51
34,Nemipterus mesoprion,SD,"IJF2005,52(3) Joshi",NEMIPTERIDAE,1369,Cochin,SW,1998,2002,Trawlnet,7.2,2,C,1.008,4,1.26,1.85,3.12,0,0.5929487,3,0,0,0,0,0,7400,49700,49700,3,0,0,143,200,200,40,274.5,5,0,0,0.14571949,6,0,0,106,0.3861566485,4,,7,3,91.18,6,2.68,5,3.389830508,2,662.8,6,3,52
34,Nemipterus mesoprion,SD,AR2003-04,NEMIPTERIDAE,1369,Cochin,SW,2003,2004,Trawlnet,7.2,2,C,0.88,3,1.69,4.51,6.2,0,0.7274194,5,,0,0,0,0,7400,49700,49700,3,0,,143,240,240,70,285,5,0,0.501754386,0.2456140351,5,0,,106,0.3719298246,4,,7,3,91.18,6,2.68,5,3.389830508,2,662.8,6,3,52
34,Nemipterus mesoprion,SD,Chakraborty et al 2005,NEMIPTERIDAE,1369,Bombay,NW,2000,2003,Trawlnet,7.2,2,C,0.94,4,1.72,3.15,4.87,0,0.6468173,4,,0,0,0,0,7400,49700,49700,3,0,0,0,294,294,55,300,5,0,0,0.1833333333,6,0,,134,0.4466666667,5,,7,3,91.18,6,2.68,5,3.389830508,2,298.6,4,3,52
34,Nemipterus mesoprion,SD,"IJF2002,49(4) Chakraborty",NEMIPTERIDAE,1369,Bombay,NW,1989,1994,Trawlnet,7.2,2,C,0.7628,3,1.57,0.98,2.55,0,0.3843137,1,147,216,252,0,0,5344,64369,64369,4,0,0,0,0,0,55,274,5,0,,0.200729927,5,0,0,134,0.4890510949,6,SEP-MAR,8,3,91.18,6,2.68,5,3.389830508,2,298.6,4,3,49
34,Nemipterus mesoprion,SD,AR2003-04,NEMIPTERIDAE,1369,Mangalore,SW,2003,2004,Trawlnet,7.2,2,C,1.01,4,1.85,4.22,6.07,0,0.6952224,4,,0,0,0,0,7400,49700,49700,3,0,,142,280,280,70,286,5,0,0.496503497,0.2447552448,5,0,,172,0.6013986014,4,,7,3,91.18,6,2.68,5,3.389830508,2,662.8,6,3,52
