,lat,lon,maxtempc,maxtempf,mintempc,mintempf,avgtempc,avgtempf,maxwindmph,maxwindkph,totalprecipmm,totalprecipin,totalsnowcm,avgviskm,avgvismiles,moonphase,moonillumination
location,15.54,64.44,,,,,,,,,,,,,,,
weather,,,00000000000000000000000000000000000000000000000000000000000uarter,27.0
